id,path,label
0,imageset/train/0/ILSVRC2012_val_00000293.JPEG,0
1,imageset/train/0/ILSVRC2012_val_00002138.JPEG,0
2,imageset/train/0/ILSVRC2012_val_00003014.JPEG,0
3,imageset/train/0/ILSVRC2012_val_00006697.JPEG,0
4,imageset/train/0/ILSVRC2012_val_00007197.JPEG,0
5,imageset/train/0/ILSVRC2012_val_00009346.JPEG,0
6,imageset/train/0/ILSVRC2012_val_00009379.JPEG,0
7,imageset/train/0/ILSVRC2012_val_00009396.JPEG,0
8,imageset/train/0/ILSVRC2012_val_00010306.JPEG,0
9,imageset/train/0/ILSVRC2012_val_00011233.JPEG,0
10,imageset/train/0/ILSVRC2012_val_00011993.JPEG,0
11,imageset/train/0/ILSVRC2012_val_00012503.JPEG,0
12,imageset/train/0/ILSVRC2012_val_00013716.JPEG,0
13,imageset/train/0/ILSVRC2012_val_00016018.JPEG,0
14,imageset/train/0/ILSVRC2012_val_00017699.JPEG,0
15,imageset/train/0/ILSVRC2012_val_00017995.JPEG,0
16,imageset/train/0/ILSVRC2012_val_00018317.JPEG,0
17,imageset/train/0/ILSVRC2012_val_00023559.JPEG,0
18,imageset/train/0/ILSVRC2012_val_00024235.JPEG,0
19,imageset/train/0/ILSVRC2012_val_00024327.JPEG,0
20,imageset/train/0/ILSVRC2012_val_00025129.JPEG,0
21,imageset/train/0/ILSVRC2012_val_00025527.JPEG,0
22,imageset/train/0/ILSVRC2012_val_00026064.JPEG,0
23,imageset/train/0/ILSVRC2012_val_00026397.JPEG,0
24,imageset/train/0/ILSVRC2012_val_00028158.JPEG,0
25,imageset/train/0/ILSVRC2012_val_00031094.JPEG,0
26,imageset/train/0/ILSVRC2012_val_00031333.JPEG,0
27,imageset/train/0/ILSVRC2012_val_00034654.JPEG,0
28,imageset/train/0/ILSVRC2012_val_00037375.JPEG,0
29,imageset/train/0/ILSVRC2012_val_00037383.JPEG,0
30,imageset/train/0/ILSVRC2012_val_00037596.JPEG,0
31,imageset/train/0/ILSVRC2012_val_00037834.JPEG,0
32,imageset/train/0/ILSVRC2012_val_00039905.JPEG,0
33,imageset/train/0/ILSVRC2012_val_00040358.JPEG,0
34,imageset/train/0/ILSVRC2012_val_00040833.JPEG,0
35,imageset/train/0/ILSVRC2012_val_00041939.JPEG,0
36,imageset/train/0/ILSVRC2012_val_00045866.JPEG,0
37,imageset/train/0/ILSVRC2012_val_00046499.JPEG,0
38,imageset/train/0/ILSVRC2012_val_00048204.JPEG,0
39,imageset/train/0/ILSVRC2012_val_00048969.JPEG,0
40,imageset/train/0/n01440764_10026.JPEG,0
41,imageset/train/0/n01440764_10027.JPEG,0
42,imageset/train/0/n01440764_10029.JPEG,0
43,imageset/train/0/n01440764_10043.JPEG,0
44,imageset/train/0/n01440764_10048.JPEG,0
45,imageset/train/0/n01440764_10066.JPEG,0
46,imageset/train/0/n01440764_10074.JPEG,0
47,imageset/train/0/n01440764_1009.JPEG,0
48,imageset/train/0/n01440764_10095.JPEG,0
49,imageset/train/0/n01440764_10108.JPEG,0
50,imageset/train/0/n01440764_10124.JPEG,0
51,imageset/train/0/n01440764_10159.JPEG,0
52,imageset/train/0/n01440764_10183.JPEG,0
53,imageset/train/0/n01440764_10194.JPEG,0
54,imageset/train/0/n01440764_10218.JPEG,0
55,imageset/train/0/n01440764_10227.JPEG,0
56,imageset/train/0/n01440764_1024.JPEG,0
57,imageset/train/0/n01440764_10254.JPEG,0
58,imageset/train/0/n01440764_10293.JPEG,0
59,imageset/train/0/n01440764_10307.JPEG,0
60,imageset/train/0/n01440764_10317.JPEG,0
61,imageset/train/0/n01440764_10319.JPEG,0
62,imageset/train/0/n01440764_10323.JPEG,0
63,imageset/train/0/n01440764_10365.JPEG,0
64,imageset/train/0/n01440764_10373.JPEG,0
65,imageset/train/0/n01440764_10398.JPEG,0
66,imageset/train/0/n01440764_10427.JPEG,0
67,imageset/train/0/n01440764_10444.JPEG,0
68,imageset/train/0/n01440764_10449.JPEG,0
69,imageset/train/0/n01440764_10464.JPEG,0
70,imageset/train/0/n01440764_105.JPEG,0
71,imageset/train/0/n01440764_10514.JPEG,0
72,imageset/train/0/n01440764_10529.JPEG,0
73,imageset/train/0/n01440764_10534.JPEG,0
74,imageset/train/0/n01440764_10543.JPEG,0
75,imageset/train/0/n01440764_10548.JPEG,0
76,imageset/train/0/n01440764_10555.JPEG,0
77,imageset/train/0/n01440764_10569.JPEG,0
78,imageset/train/0/n01440764_10587.JPEG,0
79,imageset/train/0/n01440764_10604.JPEG,0
80,imageset/train/0/n01440764_10619.JPEG,0
